image1,image2,image3,image4,image5,image6,image7,image8,image9,image10,image11,image12,image13,image14,image15,image16,image17,image18,image19,image20,bbox1,bbox2,bbox3,bbox4,bbox5,bbox6,bbox7,bbox8,bbox9,bbox10,bbox11,bbox12,bbox13,bbox14,bbox15,bbox16,bbox17,bbox18,bbox19,bbox20,bbox_type1,bbox_type2,bbox_type3,bbox_type4,bbox_type5,bbox_type6,bbox_type7,bbox_type8,bbox_type9,bbox_type10,bbox_type11,bbox_type12,bbox_type13,bbox_type14,bbox_type15,bbox_type16,bbox_type17,bbox_type18,bbox_type19,bbox_type20
https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/355_2009_002073.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/628_2008_002359.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/2007_006786.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/721_2008_008554.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/2008_005281.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/1991_2008_004482.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/1086_2010_002771.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/1092_2012_001170.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/101_2010_001074.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/2011_006177.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/1381_2010_001584.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/2008_008713.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/2011_001001.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/731_2010_001399.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/2008_005080.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/788_2008_006475.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/1741_2010_003822.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/2012_001752.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/2011_003223.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/282_2012_001545.jpg,"[[177, 14, 91, 469]]","[[20.625, 60.625, 261.25, 240.0]]","[[81, 103, 186, 321]]","[[152, 13, 84, 170]]","[[142.0, 96.0, 358.0, 279.0]]","[[27.0, 97.0, 82.0, 112.0]]","[[296.0, 39.0, 204.0, 326.0]]","[[3.125, 110.625, 23.125, 23.75]]","[[46.0, 81.0, 137.0, 135.0]]","[[140, 105, 343, 133]]","[[347.0, 71.0, 75.0, 115.0]]","[[179.375, 132.5, 111.25, 60.0]]","[[6, 88, 237, 309]]","[[258.0, 72.0, 27.0, 78.0]]","[[36.0, 60.0, 219.0, 440.0]]","[[316.25, 99.375, 173.125, 101.25]]","[[39, 31, 95, 143]]","[[4.0, 9.0, 171.0, 487.0]]","[[30, 2, 127, 137]]","[[67.5, 182.5, 19.375, 46.875]]",random,human,random,random,gt,gt,gt,human,gt,random,gt,human,random,gt,gt,human,random,human,random,human
https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/2010_004059.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/855_2010_001560.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/1496_2008_003395.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/380_2011_003294.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/1624_2011_002917.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/1907_2010_001317.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/2010_000500.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/1210_2010_001312.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/2012_004310.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/474_2009_002366.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/2010_005184.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/2012_001395.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/2011_005780.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/2008_001542.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/2008_001071.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/188_2011_001600.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/2008_003626.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/1653_2008_000993.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/2007_008543.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/2011_003274.jpg,"[[57.5, 126.875, 376.875, 190.0]]","[[146.0, 37.0, 353.0, 273.0]]","[[113.0, 372.0, 151.0, 125.0]]","[[13, 205, 352, 161]]","[[84.0, 39.0, 318.0, 274.0]]","[[130.0, 74.0, 239.0, 297.0]]","[[0.625, 152.5, 428.75, 141.25]]","[[206.5, 80.0, 52.0, 149.0]]","[[71.0, 7.0, 274.0, 493.0]]","[[196.0, 1.0, 212.0, 190.0]]","[[53.0, 120.0, 297.0, 122.0]]","[[225.0, 64.375, 131.25, 116.25]]","[[107, 120, 199, 323]]","[[54.0, 55.0, 446.0, 304.0]]","[[266.25, 162.5, 225.625, 137.5]]","[[391.0, 149.0, 109.0, 85.0]]","[[207, 22, 162, 271]]","[[1.0, 87.0, 279.0, 246.0]]","[[93, 212, 124, 176]]","[[95.625, 97.5, 295.0, 109.375]]",human,gt,gt,random,gt,gt,human,human,gt,gt,gt,human,random,gt,human,gt,random,gt,random,human
https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/2008_001267.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/440_2008_001461.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/1646_2011_006173.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/1210_2010_001312.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/2011_002526.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/1193_2011_007188.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/1880_2012_001898.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/2008_001464.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/2012_003780.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/341_2011_000456.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/2010_003825.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/747_2010_000810.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/694_2010_004877.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/628_2008_002359.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/2011_002578.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/610_2012_001791.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/2011_000907.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/1675_2008_000274.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/623_2008_007004.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/1949_2010_001337.jpg,"[[1.0, 1.0, 451.0, 324.0]]","[[439.0, 94.0, 61.0, 134.0]]","[[110.0, -17.0, 168.0, 424.0]]","[[173.0, 91.0, 34.0, 120.5]]","[[261.875, 170.0, 105.0, 73.125]]","[[241.25, 169.375, 47.5, 28.75]]","[[46, 113, 436, 183]]","[[168, 10, 79, 317]]","[[363.0, 72.0, 89.0, 188.0]]","[[284.0, 78.0, 118.0, 216.0]]","[[71.0, 203.0, 15.0, 37.0]]","[[89.0, 148.0, 69.0, 63.0]]","[[9, 224, 285, 134]]","[[79, 203, 159, 71]]","[[43, 163, 116, 316]]","[[253.75, 24.375, 47.5, 109.375]]","[[183.0, 82.0, 108.0, 172.0]]","[[106.25, 218.75, 27.5, 36.25]]","[[32.5, 41.875, 458.125, 305.625]]","[[193, 244, 143, 50]]",gt,gt,human,human,human,human,random,random,gt,gt,gt,gt,random,random,random,human,gt,human,human,random
https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/2010_006364.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/2012_000857.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/2011_007034.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/2012_000849.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/2008_001894.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/852_2010_000630.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/2010_000283.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/2011_001117.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/1557_2012_003706.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/456_2009_002219.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/653_2010_000433.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/2008_001203.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/2011_004461.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/2009_000097.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/1242_2008_006082.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/2011_003274.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/694_2010_004877.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/1237_2011_006691.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/2009_002002.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/971_2008_004414.jpg,"[[219.375, 123.125, 70.625, 159.375]]","[[18.0, 39.0, 220.0, 336.0]]","[[155.625, 31.875, 111.25, 323.75]]","[[9.375, 53.75, 176.25, 141.875]]","[[57, 24, 221, 469]]","[[54, 198, 48, 273]]","[[20, 159, 306, 320]]","[[52.0, 202.0, 175.0, 259.0]]","[[30.0, 167.0, 135.0, 232.0]]","[[85, 27, 207, 416]]","[[27.5, 30.625, 235.625, 290.625]]","[[432.0, 272.0, 30.0, 52.0]]","[[408.75, 86.25, 34.375, 91.875]]","[[185.0, 128.0, 223.0, 87.0]]","[[369.375, 319.375, 62.5, 31.875]]","[[10, 28, 358, 376]]","[[100.0, 85.0, 73.0, 287.0]]","[[93.75, 46.875, 13.125, 21.25]]","[[124, 141, 140, 166]]","[[7, 41, 112, 379]]",human,gt,human,human,random,random,random,gt,human,random,human,gt,human,gt,human,random,gt,human,random,random
https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/243_2007_008142.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/2009_001980.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/2008_006178.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/2011_005168.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/705_2010_003818.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/104_2011_000024.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/101_2010_001074.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/2011_002120.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/2011_005141.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/1646_2011_006173.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/2008_001605.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/140_2011_003324.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/2011_006876.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/2010_001009.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/2008_005146.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/2009_002366.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/355_2009_002073.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/2008_000703.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/2011_007132.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/1092_2012_001170.jpg,"[[78, 193, 144, 285]]","[[4, 33, 176, 175]]","[[2, 197, 412, 47]]","[[49, 163, 271, 322]]","[[110.0, 52.0, 390.0, 322.0]]","[[47, 51, 143, 76]]","[[210.0, 37.0, 140.0, 155.0]]","[[38, 27, 388, 67]]","[[226.875, 176.875, 153.125, 177.5]]","[[2, 103, 280, 38]]","[[48, 129, 226, 200]]","[[298.75, 151.25, 63.125, 72.5]]","[[240, 180, 16, 115]]","[[113.75, 0.625, 268.75, 340.0]]","[[71, 45, 67, 380]]","[[142, 192, 125, 295]]","[[22.5, 90.0, 451.25, 135.625]]","[[260, 65, 73, 302]]","[[119.0, 51.0, 290.0, 324.0]]","[[256.0, 77.0, 32.0, 78.0]]",random,random,random,random,gt,random,gt,random,human,random,random,human,random,human,random,random,human,random,gt,gt
https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/2011_002818.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/2011_007034.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/1551_2007_008256.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/1565_2008_003665.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/1744_2012_002191.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/1912_2012_000849.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/2008_000274.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/2008_008379.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/2010_002316.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/2009_004248.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/2010_006364.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/2012_001752.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/1557_2012_003706.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/2010_005141.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/1242_2008_006082.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/1907_2010_001317.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/747_2010_000810.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/2010_002187.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/2011_004733.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/1915_2012_001849.jpg,"[[38, 2, 269, 461]]","[[240.0, 91.25, 46.25, 82.5]]","[[34.0, 73.0, 324.0, 344.0]]","[[2, 37, 319, 461]]","[[103, 3, 243, 491]]","[[70, 90, 107, 254]]","[[122, 148, 49, 82]]","[[39.0, 1.0, 397.0, 471.0]]","[[186.875, 87.5, 141.25, 200.625]]","[[159, 140, 40, 328]]","[[3, 90, 369, 406]]","[[388, 28, 26, 77]]","[[134.0, 206.0, 114.0, 208.0]]","[[33.0, 126.0, 290.0, 249.0]]","[[1.0, 321.0, 104.0, 54.0]]","[[120.0, 70.625, 252.5, 288.125]]","[[16, 25, 284, 465]]","[[121.875, 51.875, 335.0, 281.25]]","[[31, 85, 36, 392]]","[[145.0, 77.0, 166.0, 298.0]]",random,human,gt,random,random,random,random,gt,human,random,random,random,human,gt,gt,human,random,human,random,gt
https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/2011_007180.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/2010_006829.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/2011_005168.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/204_2011_001915.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/2008_006562.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/2012_001395.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/1306_2009_004718.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/2008_003626.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/2008_001605.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/2012_003651.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/2011_001215.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/971_2008_004414.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/2011_004461.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/1890_2009_003127.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/1198_2009_000293.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/1741_2010_003822.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/378_2008_006058.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/2009_004248.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/731_2010_001399.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/1624_2011_002917.jpg,"[[56.0, 5.0, 402.0, 327.0]]","[[115.0, 218.125, 299.375, 140.0]]","[[221.25, 105.0, 75.0, 148.75]]","[[239.0, 125.0, 69.0, 250.0]]","[[4, 159, 268, 175]]","[[103, 51, 83, 19]]","[[160.0, 58.125, 142.5, 238.75]]","[[186.25, 155.625, 90.0, 121.25]]","[[146.0, 59.0, 105.0, 258.0]]","[[53, 1, 56, 492]]","[[30.0, 130.0, 212.0, 245.0]]","[[0, 4, 372, 450]]","[[245.625, 179.375, 155.625, 102.5]]","[[218, 171, 32, 64]]","[[1.0, 34.0, 396.0, 300.0]]","[[160, 7, 55, 26]]","[[179.0, 145.0, 60.0, 71.0]]","[[116.0, 41.0, 372.0, 292.0]]","[[48, 187, 96, 256]]","[[1.0, 56.0, 156.0, 251.0]]",gt,human,human,gt,random,random,human,human,gt,random,gt,random,human,random,gt,random,gt,gt,random,gt
https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/2011_001173.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/2011_002526.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/2007_008543.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/1557_2012_003706.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/2011_000383.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/2011_002120.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/1827_2008_000703.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/2011_004461.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/2011_006876.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/2010_002653.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/450_2011_003280.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/2011_006177.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/380_2011_003294.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/1237_2011_006691.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/2010_000283.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/2011_001215.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/204_2011_001915.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/2008_004778.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/2010_001009.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/2012_000435.jpg,"[[37, 6, 335, 490]]","[[243.0, 176.0, 30.0, 37.0]]","[[358.0, 195.0, 114.0, 107.0]]","[[291.0, 107.0, 199.0, 512.0]]","[[72.0, 288.0, 130.0, 212.0]]","[[192.0, 48.0, 98.0, 101.0]]","[[318.0, 187.0, 11.0, 36.0]]","[[-0.625, 187.5, 246.25, 155.0]]","[[1.0, 27.0, 374.0, 473.0]]","[[175.0, 144.0, 63.0, 156.0]]","[[62.0, 1.0, 369.0, 332.0]]","[[6.0, 212.0, 25.0, 201.0]]","[[216, 46, 25, 200]]","[[212.5, 40.0, 109.375, 113.75]]","[[1.0, 109.0, 94.0, 92.0]]","[[176, 364, 78, 71]]","[[167.0, 106.0, 89.0, 269.0]]","[[57, 33, 268, 185]]","[[38, 0, 326, 497]]","[[348.75, 96.875, 114.375, 136.875]]",random,gt,gt,human,gt,gt,gt,human,gt,gt,gt,human,random,human,gt,random,gt,random,random,human
https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/2007_005304.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/504_2011_001655.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/2011_000024.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/708_2009_000016.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/2011_005731.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/380_2011_003294.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/1850_2008_002679.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/2011_007132.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/378_2008_006058.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/721_2008_008554.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/1949_2010_001337.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/610_2012_001791.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/2008_002492.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/2011_003591.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/2011_001215.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/1321_2011_004866.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/2007_000559.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/2010_002653.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/2011_001972.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/2011_002120.jpg,"[[70, 14, 160, 101]]","[[157, 79, 149, 379]]","[[83.75, 36.25, 204.375, 291.25]]","[[1.0, 14.0, 499.0, 361.0]]","[[26, 163, 323, 162]]","[[188, 24, 125, 473]]","[[94.0, 103.0, 145.0, 203.0]]","[[116.25, 73.75, 178.75, 210.625]]","[[136, 6, 185, 286]]","[[125.0, 127.5, 82.5, 100.625]]","[[109, 1, 125, 311]]","[[201.0, 164.0, 175.0, 228.0]]","[[119.375, 255.625, 53.125, 28.75]]","[[90, 18, 71, 113]]","[[333, 182, 22, 289]]","[[55.625, 233.125, 21.25, 21.25]]","[[139, 0, 142, 461]]","[[83, 27, 283, 184]]","[[3, 72, 340, 290]]","[[180.0, 41.0, 110.0, 101.0]]",random,random,human,gt,random,random,gt,human,random,human,random,gt,human,random,random,human,random,random,random,human
https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/2010_000283.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/2008_003626.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/143_2007_000559.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/101_2010_001074.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/140_2011_003324.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/2007_008407.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/1893_2008_001765.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/1997_2010_003257.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/1210_2010_001312.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/2008_006491.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/2008_008379.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/2009_001759.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/2007_008543.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/2007_005304.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/500_2010_005848.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/297_2010_005243.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/2010_002653.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/2011_002526.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/2011_000951.jpg,https://detectionexp.s3.ca-central-1.amazonaws.com/JPEGImages/855_2010_001560.jpg,"[[7, 225, 186, 205]]","[[189.0, 155.0, 86.0, 119.0]]","[[160.0, 26.0, 211.0, 215.0]]","[[165, 17, 29, 35]]","[[273.75, 81.25, 75.625, 202.5]]","[[349.0, 158.0, 48.0, 60.0]]","[[16, 7, 52, 43]]","[[50.0, 25.0, 146.25, 140.0]]","[[14, 134, 39, 110]]","[[55, 122, 238, 184]]","[[465, 163, 25, 207]]","[[196.875, 111.875, 90.0, 105.625]]","[[2.0, 213.0, 129.0, 159.0]]","[[114, 52, 132, 358]]","[[24, 22, 346, 468]]","[[397.0, 91.0, 59.0, 49.0]]","[[127.0, 151.0, 71.0, 191.0]]","[[96, 23, 64, 239]]","[[153.75, 138.125, 103.125, 186.875]]","[[161.875, 40.625, 326.25, 258.125]]",random,gt,gt,random,human,gt,random,human,random,random,random,human,gt,random,random,gt,gt,random,human,human
